title,author,affiliation,author idx
Supply chain coordination with information sharing: The informational advantage of GPOs,Maosen Zhou,"School of Economics and Business Administration, Chongqing University, Chongqing 400044, PR China",1
Supply chain coordination with information sharing: The informational advantage of GPOs,Bin Dan,"School of Economics and Business Administration, Chongqing University, Chongqing 400044, PR China",2
Supply chain coordination with information sharing: The informational advantage of GPOs,Songxuan Ma,"School of Economics and Business Administration, Chongqing University, Chongqing 400044, PR China",3
Supply chain coordination with information sharing: The informational advantage of GPOs,Xumei Zhang,"School of Economics and Business Administration, Chongqing University, Chongqing 400044, PR China",4
Moving products between location pairs: Cross-docking versus direct-shipping,Amalia I. Nikolopoulou,"Department of Management Science and Technology, Athens University of Economics and Business, Athens, Greece",1
Moving products between location pairs: Cross-docking versus direct-shipping,Panagiotis P. Repoussis,"Department of Marketing and Communication, Athens University of Economics and Business, Athens, Greece",2
Moving products between location pairs: Cross-docking versus direct-shipping,Christos D. Tarantilis,"Department of Management Science and Technology, Athens University of Economics and Business, Athens, Greece",3
Moving products between location pairs: Cross-docking versus direct-shipping,Emmanouil E. Zachariadis,"Department of Management Science and Technology, Athens University of Economics and Business, Athens, Greece",4
Quantity and collection decisions in a closed-loop supply chain with technology licensing,Xianpei Hong,"College of Economics and Management, Huazhong Agricultural University, Wuhan 430070, PR China",1
Quantity and collection decisions in a closed-loop supply chain with technology licensing,Kannan Govindan,"Center for Engineering Operations Management, Department of Technology and Innovation, University of Southern Denmark, Denmark DK-5230 Odense M, Denmark",2
Quantity and collection decisions in a closed-loop supply chain with technology licensing,Lei Xu,"School of Management, Tianjin University of Technology, Tianjin 300384, PR China",3
Quantity and collection decisions in a closed-loop supply chain with technology licensing,Peng Du,"School of Management, Tianjin University of Technology, Tianjin 300384, PR China",4
Forward and backward stocking policies for a two-level supply chain with consignment stock agreement and stock-dependent demand,W. Lee,"Department of Industrial and Business Management, College of Management, Chang Gung University, 259 Wenhua 1st Road, Kweishan, Taoyuan 333, Taiwan",1
Forward and backward stocking policies for a two-level supply chain with consignment stock agreement and stock-dependent demand,S.-P. Wang,"Department of Industrial and Business Management, College of Management, Chang Gung University, 259 Wenhua 1st Road, Kweishan, Taoyuan 333, Taiwan",2
Forward and backward stocking policies for a two-level supply chain with consignment stock agreement and stock-dependent demand,W.-C. Chen,"Department of Industrial and Business Management, College of Management, Chang Gung University, 259 Wenhua 1st Road, Kweishan, Taoyuan 333, Taiwan",3
Strategic behavior and social optimization in a constant retrial queue with the N-policy,Jinting Wang,"Department of Mathematics, Beijing Jiaotong University, Beijing 100044, China",1
Strategic behavior and social optimization in a constant retrial queue with the N-policy,Xuelu Zhang,"Department of Mathematics, Beijing Jiaotong University, Beijing 100044, China",2
Strategic behavior and social optimization in a constant retrial queue with the N-policy,Ping Huang,"Department of Mathematics, Beijing Jiaotong University, Beijing 100044, China",3
Dynamic booking control for car rental revenue management: A decomposition approach,Dong Li,"The York Management School, University of York, York YO10 5GD, United Kingdom",1
Dynamic booking control for car rental revenue management: A decomposition approach,Zhan Pang,"Department of Management Science, City University of Hong Kong, Hong Kong",2
An application of the multiple knapsack problem: The self-sufficient marine,Jay Simon,"Kogod School of Business, American University, Washington, DC, USA",1
An application of the multiple knapsack problem: The self-sufficient marine,Aruna Apte,"Graduate School of Business and Public Policy, Naval Postgraduate School, Monterey, CA, USA",2
An application of the multiple knapsack problem: The self-sufficient marine,Eva Regnier,"Graduate School of Business and Public Policy, Naval Postgraduate School, Monterey, CA, USA",3
"Interaction of pricing, advertising and experience quality: A dynamic analysis",Jonathan P. Caulkins,"Carnegie Mellon University, H. John Heinz III College, 5000 Forbes Avenue, Pittsburgh, PA 15213-3890, USA",1
"Interaction of pricing, advertising and experience quality: A dynamic analysis",Gustav Feichtinger,"Department for Operations Research and Control Systems, Institute of Statistics and Mathematical Methods in Economics, Vienna University of Technology, Argentinierstr. 8, 1040 Vienna, Austria",2
"Interaction of pricing, advertising and experience quality: A dynamic analysis",Dieter Grass,"Department for Operations Research and Control Systems, Institute of Statistics and Mathematical Methods in Economics, Vienna University of Technology, Argentinierstr. 8, 1040 Vienna, Austria",3
"Interaction of pricing, advertising and experience quality: A dynamic analysis",Richard F. Hartl,"Department of Business Administration, University of Vienna, Oskar-Morgenstern-Platz 1, 1090 Vienna, Austria",4
"Interaction of pricing, advertising and experience quality: A dynamic analysis",Peter M. Kort,"Department of Econometrics and Operations Research & CentER, Tilburg University, PO Box 90153, LE Tilburg 5000, The Netherlands",5
"Interaction of pricing, advertising and experience quality: A dynamic analysis",Andrea Seidl,"Department for Operations Research and Control Systems, Institute of Statistics and Mathematical Methods in Economics, Vienna University of Technology, Argentinierstr. 8, 1040 Vienna, Austria",6
Optimal management of naturally regenerating uneven-aged forests,Ankur Sinha,"Production and Quantitative Methods, Indian Institute of Management Ahmedabad, Vastrapur, Ahmedabad 380015, India",1
Optimal management of naturally regenerating uneven-aged forests,Janne Rämö,"Department of Forest Sciences, University of Helsinki, PO Box 27, FI-00014 Helsinki, Finland",2
Optimal management of naturally regenerating uneven-aged forests,Pekka Malo,"Department of Information and Service Economy, Aalto University School of Business, PO Box 21220, 00076 Aalto, Helsinki, Finland",3
Optimal management of naturally regenerating uneven-aged forests,Markku Kallio,"Department of Information and Service Economy, Aalto University School of Business, PO Box 21220, 00076 Aalto, Helsinki, Finland",4
Optimal management of naturally regenerating uneven-aged forests,Olli Tahvonen,"Department of Forest Sciences, University of Helsinki, PO Box 27, FI-00014 Helsinki, Finland",5
Within-group common benchmarking using DEA,Wade D. Cook,"Schulich School of Business, York University, Toronto, Ontario M3J 1P3, Canada",1
Within-group common benchmarking using DEA,José L. Ruiz,"Centro de Investigación Operativa, Universidad Miguel Hernández, Avd. de la Universidad, s/n, 03202 Elche (Alicante), Spain",2
Within-group common benchmarking using DEA,Inmaculada Sirvent,"Centro de Investigación Operativa, Universidad Miguel Hernández, Avd. de la Universidad, s/n, 03202 Elche (Alicante), Spain",3
Within-group common benchmarking using DEA,Joe Zhu,"School of Business, Worcester Polytechnic Institute, Worcester, MA 01609, USA",4
Interaction between channel strategy and store brand decisions,Yannan Jin,"School of International Business Administration, Shanghai University of Finance and Economics, Shanghai 200433, China",1
Interaction between channel strategy and store brand decisions,Xiaole Wu,"School of Management, Fudan University, Shanghai 200433, China",2
Interaction between channel strategy and store brand decisions,Qiying Hu,"School of Management, Fudan University, Shanghai 200433, China",3
An integer programming approach for fuzzy rule-based classification systems,Shahab Derhami,"Department of Industrial and Systems Engineering, Auburn University, Auburn, AL 36849, USA",1
An integer programming approach for fuzzy rule-based classification systems,Alice E. Smith,"Department of Industrial and Systems Engineering, Auburn University, Auburn, AL 36849, USA",2
Evaluations of quantiles of system lifetime distributions,Tomasz Rychlik,"Institute of Mathematics, Polish Academy of Sciences, Śniadeckich 8, Warsaw 00656, Poland",1
"Information diffusion, cluster formation and entropy-based network dynamics in equity and commodity markets",Stelios Bekiros,"Department of Economics, European University Institute, Florence, Italy",1
"Information diffusion, cluster formation and entropy-based network dynamics in equity and commodity markets",Duc Khuong Nguyen,"IPAG Lab, IPAG Business School, Paris, France",2
"Information diffusion, cluster formation and entropy-based network dynamics in equity and commodity markets",Leonidas Sandoval Junior,"Insper Instituto de Ensino e Pesquisa, Sao Paulo, Brazil",3
"Information diffusion, cluster formation and entropy-based network dynamics in equity and commodity markets",Gazi Salah Uddin,"Department of Management and Engineering, Linköping University, Linköping, Sweden",4
Defense and attack of performance-sharing common bus systems,Qingqing Zhai,"Department of Industrial and Systems Engineering, National University of Singapore, Singapore",1
Defense and attack of performance-sharing common bus systems,Zhi-Sheng Ye,"Department of Industrial and Systems Engineering, National University of Singapore, Singapore",2
Defense and attack of performance-sharing common bus systems,Rui Peng,"Donlinks School of Economics and Management, University of Science and Technology Beijing, Beijing, China",3
Defense and attack of performance-sharing common bus systems,Wenbin Wang,"Donlinks School of Economics and Management, University of Science and Technology Beijing, Beijing, China",4
Estimating performance in a Robotic Mobile Fulfillment System,T. Lamballais,"Rotterdam School of Management, Erasmus University, PO Box 1738, Rotterdam 3000 DR, The Netherlands",1
Estimating performance in a Robotic Mobile Fulfillment System,D. Roy,"Production and Quantitative Methods Area, Indian Institute of Management, Ahmedabad, Gujarat 380015, India",2
